Date,Jday,RB WY01,RB WY02,RB WY03,RB WY04,RB WY05,RB WY06,RB WY07,RB WY08,RB WY09,RB WY10,RB WY11,RB WY12,RB WY13,RB WY14,RB WY15,RB WY16,RB WY17,RB WY18,RB WY19,WB WY01,WB WY02,WB WY03,WB WY04,WB WY05,WB WY06,WB WY07,WB WY08,WB WY09,WB WY10,WB WY11,WB WY12,WB WY13,WB WY14,WB WY15,WB WY16,WB WY17,WB WY18,WB WY19,RB average 01-16,WB average 01-15,RB avg mm,WB avg mm,RB cum mm,WB cum mm
1-Oct,1,2.6,2.8,6.2,4.3,3.5,5.8,36,1.8,12,14.8,170,14,49,2.3,1.9,6.67,2.11,2.39,7.41,5.9,5.4,10,8.1,5.6,12,44,4.6,32,16.7,231,20,116,5,3.8,11.8,3.62,3.69,14.8,18.19,29.16,4.64,6.1,4.64,6.1
2-Oct,2,2.5,2.5,6.6,3.6,3.7,4.1,43,1.6,18,17,44,24,15,2.4,2.2,3.33,2.24,2.35,63.8,5.7,5,10,7.1,5.8,9.4,46,4.2,48,18,54,41,29,4.8,3.8,5.94,3.88,3.61,95,13.79,21.06,3.51,4.41,8.15,10.5
3-Oct,3,2.3,2.4,7.1,4.1,4.1,3.4,21,1.6,9.4,24.8,19,24,10,2.6,2.3,2.43,2.39,2.32,36.4,5.5,4.7,12,9.4,5.9,8.1,27,4.3,22,31.4,26,42,18,4.6,3.7,5.59,4.16,4.08,55.9,9.56,15.49,2.44,3.24,10.59,13.74
4-Oct,4,2.5,2.3,5.9,16,3.8,2.9,24,1.5,5.8,13.3,12,16,20,2.6,5.9,2.04,2.75,2.33,12.1,5.5,4.3,9.5,33,5.7,7,46,4.6,15,17.1,18,28,42,4.6,8.9,4.73,4.76,4.58,24.4,8.09,15.14,2.06,3.17,12.65,16.91
5-Oct,5,2.8,2.3,5.9,17,4,2.6,40,1.4,4.2,11,8.7,15,16,2.7,11,1.76,2.7,3.32,7.52,6,4.2,9.7,30,5.7,6.5,58,4,12,14.8,13,29,32,4.5,17,3.88,4.49,6.28,16.1,8.42,14.59,2.15,3.05,14.79,19.96
6-Oct,6,18,3.9,4.9,8.6,3.8,2.5,15,7,3.5,11.9,8.4,11,13,3.6,3.6,1.62,2.43,2.53,5.87,29,6.7,7.9,15,5.1,5.8,22,7.1,9.8,13.1,15,17,27,5.6,6.5,3.4,4.4,4.34,12.5,6.9,11.43,1.76,2.39,16.55,22.35
7-Oct,7,11,6.2,4.4,5.9,3.8,3,11,14,3.1,41.6,27,8.1,11,21,3.4,1.52,2.35,2.55,19.3,19,8.3,7.1,11,5,7.1,16,12,8.4,58.7,31,13,20,38,6.5,3.27,4.21,4.34,24,10.54,15.63,2.69,3.27,19.24,25.62
8-Oct,8,11,5.8,4,4.7,3.7,42,9.1,50,2.8,37.6,20,6.8,9.6,14,7.7,1.46,2.46,2.88,9.77,17,8.4,6.5,9.3,4.9,58,14,48,7.5,49.3,25,11,16,24,15,3.14,4.12,5.68,16.2,12.91,18.05,3.29,3.78,22.53,29.4
9-Oct,9,7.4,6,3.9,4,3.7,17,7.8,15,4.6,16.3,15,6.2,7.8,5.8,5.7,4.36,3.11,12.6,8.44,13,9,6,7.7,4.9,21,12,20,7.1,21.5,20,9.3,13,10,11,6.33,4.22,19.4,13.9,8.14,12.07,2.08,2.52,24.61,31.92
10-Oct,10,6.3,9.5,3.8,3.7,3.8,9.6,7,12,3.7,17.9,10,5.6,11,4.2,3.7,6.16,3.31,13.1,7.33,10,14,5.4,6.5,4.9,15,11,17,7.2,25.1,14,8.4,20,7.9,7.1,10.4,4.07,21.6,14,7.46,11.77,1.9,2.46,26.51,34.38
11-Oct,11,11,7.2,3.8,3.5,4.2,7.4,6.4,8.7,3.3,12.9,8.1,5.2,14,3.5,3,2.89,3.45,3.93,70.1,17,11,5,5.7,5.5,13,9.6,13,7.6,18.6,11,7.6,24,6.9,6,4.38,3.75,8.21,120,9.61,15.68,2.45,3.28,28.96,37.66
12-Oct,12,19,4.8,3.7,3.6,4,5.8,14,16,3,9.3,6.9,5.1,10,3.2,2.6,2.07,3.41,3.06,32.7,26,7.6,4.7,5.2,5,11,9.3,25,7.2,14.1,9.9,7,17,6.1,5.4,5.52,3.39,6.07,51.9,8.01,11.97,2.04,2.5,31,40.16
13-Oct,13,19,4.1,5.6,4.3,3.9,5.1,18,13,3,10.1,6.1,6,8,3,2.4,2.07,4.17,2.81,13.7,31,6.4,7.3,5.1,5.1,9.6,16,20,6.8,14.2,8.9,7.8,14,5.6,5,4.89,3.78,5.35,27.2,7.07,10.74,1.8,2.25,32.8,42.41
14-Oct,14,12,3.8,9.7,4.2,3.8,8.3,10,13,3.1,9.2,5.6,29,11,3.2,2.4,3.6,4.75,2.82,9.4,28,5.7,13,4.8,4.9,14,12,27,6.7,12.6,8.2,53,20,5.7,4.8,7.63,4.09,5.14,19.6,7.84,13.52,2,2.83,34.8,45.23
15-Oct,15,7.7,10,5.7,37,5.5,72,8.6,9.4,3.3,7.2,47,51,11,3.3,2.4,3.32,4.67,2.9,8.68,18,22,7.9,56,5.7,97,11,16,6.2,10.8,80,98,20,5.5,4.7,7.07,4.14,5.1,20.4,15.82,26.08,4.03,5.45,38.83,50.69
16-Oct,16,6.2,6.6,16,18,16,185,7.4,7.8,7.9,6.4,71,20,9.8,3,22,3.46,4.76,3.3,11,13,11,17,39,23,178,10,14,10,9.8,84,37,16,5.2,31,7.53,4.16,6.12,23.6,22.4,28.39,5.71,5.94,44.54,56.63
17-Oct,17,5.3,5.3,39,9.9,7.6,140,10,6.5,6.4,6.1,46,15,7.7,5.1,17,3.72,4.81,3.09,8.76,11,9.2,39,22,11,173,12,11,8.9,9.1,52,30,12,7.6,20,9.07,4.35,5.35,19.2,18.28,24.51,4.66,5.13,49.2,61.75
18-Oct,18,15,4.8,27,7.5,5.6,60,49,5.6,4.4,5.7,27,17,6.4,12,12,3.13,4.96,2.97,7.35,28,8.3,23,17,8.3,81,44,9.6,7.2,8.7,36,42,10,14,25,6.93,4.2,5,16.1,14.6,20.75,3.72,4.34,52.92,66.09
19-Oct,19,14,4.3,36,6.2,4.7,87,18,6.9,3.8,5.4,16,12,56,6.6,38,2.74,7.49,2.91,6.5,24,7.4,41,14,6.2,116,20,10,6.6,8.2,25,22,105,8.3,68,5.47,7.53,4.76,14.8,17.61,27.07,4.49,5.66,57.41,71.75
20-Oct,20,8.2,4.1,35,5.3,4.3,27,99,41,3.4,5.4,13,13,47,5.1,12,3.85,5.81,2.84,6.26,16,7.1,41,11,5.8,47,97,49,6.3,8.1,20,21,80,7,19,8.3,5.45,4.5,14.1,17.98,24.61,4.58,5.15,61.99,76.9
21-Oct,21,6.2,15,15,86,4,15,50,13,4.7,5.6,25,13,16,4.2,15,4.21,10.3,2.85,5.44,13,32,19,132,5.6,28,52,19,8.7,8.4,33,23,28,6,22,9.89,12.4,4.43,11.9,16.34,24.65,4.17,5.15,66.16,82.06
22-Oct,22,5.5,17,10,25,3.8,11,21,9.1,5.6,9.4,19,15,11,4.5,18,3.78,17.1,2.89,4.9,10,34,14,42,5,22,27,11,10,13.2,26,36,18,6.6,25,8.01,21.9,4.4,10.5,11.24,18.14,2.86,3.79,69.02,85.85
23-Oct,23,4.8,8,8.4,12,3.7,18,38,46,4.3,11.9,12,13,8.7,4.3,17,3.09,10.5,2.83,5.07,9,16,12,22,4.9,35,46,65,8.1,14.8,18,25,15,6.3,24,6.38,15.9,4.35,10,12.19,18.83,3.11,3.94,72.13,89.79
24-Oct,24,4.6,6.3,7.3,8.4,3.6,19,45,46,3.8,29.3,10,12,7.5,4.2,20,2.72,7.42,4.66,5.12,7.5,13,9.7,16,4.9,29,49,62,7.6,33,16,22,12,6.8,26,5.94,8.04,7.47,9.77,13,18.2,3.31,3.81,75.44,93.59
25-Oct,25,4.1,16,6.6,7.1,3.5,37,61,16,16,35.1,17,15,6.4,4.8,13,4.3,5.55,4.47,4.79,6.9,24,8.6,12,4.8,54,71,26,28,42.2,31,24,11,7.4,20,10.2,6.5,7.99,8.77,14.62,21.28,3.73,4.45,79.16,98.04
26-Oct,26,3.9,11,7.5,11,3.4,24,34,11,48,14.8,19,11,5.7,4.7,35,4.05,4.63,32,4.39,6.4,18,9.2,20,4.6,39,40,18,69,17.4,41,17,9.5,7,51,9.1,5.59,36.9,8.69,15.21,22.49,3.88,4.7,83.04,102.75
27-Oct,27,3.8,8.8,10,91,3.4,17,20,63,11,10.3,20,9.7,5.2,6,36,2.95,4.38,22.3,4.7,6.1,16,13,119,4.5,30,25,90,18,13.7,44,14,8.5,8.7,47,6.86,6.59,28.3,9.75,18.4,26.79,4.69,5.6,87.73,108.35
28-Oct,28,3.7,7.1,9.4,51,3.4,12,123,45,16,9.6,12,8.4,4.7,5.7,20,8.81,8.82,7.11,8.47,6.3,13,11,69,4.5,24,135,62,27,13.1,23,12,7.9,8.7,29,12.4,7.65,14.5,15.3,19.17,26.07,4.89,5.45,92.62,113.8
29-Oct,29,3.7,6.3,7.5,92,3.3,11,76,19,17,9.4,13,7.5,4.4,4.8,15,78.7,30.4,8.28,11.7,6.2,11,9.3,130,4.5,22,88,30,30,12.4,21,11,7.6,7.2,23,118,36.5,16.2,15.4,22.05,31.54,5.62,6.6,98.24,120.4
30-Oct,30,3.7,6.7,6.7,40,3.2,21,27,13,10,8.9,15,7.1,14,4.2,13,11.2,36.6,99.2,11.3,6.4,11,8.2,66,4.4,39,38,20,18,11.6,22,10,26,6.6,20,19.5,53.4,97.2,13.1,18.52,25.81,4.72,5.4,102.96,125.8
31-Oct,31,4.7,6.1,6.2,17,4.6,33,25,11,10,14.4,19,6.5,23,18,10,7.13,13,18.8,11.4,7.6,10,4.8,32,6.2,58,38,18,19,18.3,24,9.5,38,33,15,12.1,20.2,26.1,19.2,13.62,21.53,3.47,4.5,106.43,130.3
1-Nov,32,4.1,14,6.2,12,5.3,46,47,9.7,15,18.1,12,6.1,12,45,8.1,6.1,8.39,9.64,26.1,6.9,19,4.8,22,8,76,63,17,26,21,17,8.8,19,101,14,10.2,14.5,18,46,16.36,26.96,4.17,5.64,110.6,135.94
2-Nov,33,3.6,14,5.8,11,14,39,25,8.3,9.9,10.7,10,6,10,14,6.8,5.25,24.4,22.5,90.9,6.9,22,2.6,19,19,72,36,15,18,13.3,16,8.2,17,24,12,8.76,30,26.9,123,17.43,25.77,4.44,5.39,115.04,141.32
3-Nov,34,3.6,18,5.6,12,26,17,17,7.4,7.9,9.9,9.1,5.7,11,8.5,5.6,4.59,52.4,22.1,79.7,7.4,37,2.2,19,30,37,29,11,15,13.3,14,8.2,12,15,11,7.41,65.2,29.8,109,17,24.87,4.33,5.2,119.38,146.53
4-Nov,35,3.7,10,5.6,13,7.8,15,14,6.7,14,8.7,13,5.7,10,6.1,5.1,4.11,26.8,12.9,30.8,8.1,19,2.6,21,13,33,23,7.9,23,12.2,16,8.8,6.2,12,9,6.52,39.9,22.9,43.6,11.21,17.25,2.86,3.61,122.23,150.13
5-Nov,36,7.3,16,5.5,12,7.5,13,12,6.1,15,7.4,40,5.2,8.3,5.1,4.9,3.84,14.5,8.77,16.3,18,27,3.9,21,9.6,35,17,9.4,30,11.1,40,7.5,6,10,7.6,6.44,25.2,17.8,25.6,10.98,17.27,2.8,3.61,125.03,153.74
6-Nov,37,5.6,11,5.9,13,7.9,12,11,21,9.7,6.7,26,4.9,7.4,4.7,4.8,3.82,12.8,26.1,56.8,13,20,3.1,21,10,37,13,24,21,10.2,27,7.2,5.8,9.1,5.1,6.7,19.7,40.5,67,13.22,18.97,3.37,3.97,128.4,157.71
7-Nov,38,6.5,11,5.6,9.3,8.8,19,11,12,7.9,6.1,15,4.8,6.5,23,6.5,3.71,8.59,13.9,35,15,19,2,16,11,45,12,14,17,9.3,17,7.1,6.2,44,5.3,6.16,15.8,21.2,46.5,11.27,17.35,2.87,3.63,131.27,161.34
8-Nov,39,11,9.7,5.8,7.8,8.7,11,19,9.3,7.7,5.8,13,4.6,6.1,13,4.8,3.4,7.71,8.55,16,23,17,4.5,14,11,26,30,13,17,8.6,16,6.7,5.3,11,5.1,3.75,15,16.8,27,9.1,14.25,2.32,2.98,133.59,164.32
9-Nov,40,8.9,10,14,6.8,6.4,11,36,8,11,5.4,25,4.4,5.7,8.1,4.7,3.29,7.71,6.91,12.1,22,16,17,6,8.4,24,53,11,21,8.1,31,6.4,5.4,5.7,5,4.99,14.2,11.4,21.4,10.28,15.37,2.62,3.21,136.22,167.53
10-Nov,41,24,8.7,37,6.3,5.6,21,27,7.2,9.8,5.3,23,4.2,5.5,12,4.6,3.21,6.21,6.23,13.2,52,11,42,7.5,7.4,28,43,7.6,13,7.9,25,6.2,5.1,14,4.9,4.79,10.4,8.13,22.8,12.11,16.88,3.09,3.53,139.3,171.06
11-Nov,42,17,8.4,48,6.1,5.3,12,21,6.5,8.1,5,15,4.6,8.3,13,5.3,3.11,6.34,5.29,10.2,33,9.7,76,7.9,6.8,22,34,6.1,12,7.4,18,6.9,5.7,8,6.2,4.79,11.6,6.39,10.8,10.98,15.44,2.8,3.23,142.1,174.29
12-Nov,43,14,6.9,20,6.6,4.8,9.7,40,6.1,6.5,4.8,13,4.2,17,8.4,11,3.83,5.29,5.01,8.57,26,4.5,34,9.1,6.2,19,62,4.8,9.2,7.4,14,6.3,21,5.7,13,5.66,6.07,6.83,9.04,10.3,14.2,2.63,2.97,144.72,177.26
13-Nov,44,8.3,6.2,21,40,4.6,8.8,29,9.2,6.2,4.5,14,4.1,36,6.8,8.2,28.8,4.76,4.77,8.55,17,4.6,32,57,6,17,53,14,13,6.9,14,5.8,65,5.3,6.4,97.2,9,7.23,13,13.36,23.34,3.4,4.88,148.13,182.14
14-Nov,45,10,6.7,13,16,4.4,8.4,46,8.6,13,16.4,13,4.1,15,6.2,5.7,24.1,4.42,4.58,7.44,23,12,19,27,5.8,15,77,13,23,18.4,13,5.9,14,5.1,5.6,44.2,9.4,6.86,6.63,11.95,18.1,3.05,3.79,151.17,185.93
15-Nov,46,14,12,10,11,4.1,19,33,42,25,27.2,13,5.5,10,5.9,4.5,10.7,4.3,4.36,7.34,23,23,15,16,5.6,26,52,52,40,30.4,14,8.8,8.2,4.9,5.2,10.3,9.13,7.6,6.33,13.84,18.81,3.53,3.93,154.7,189.86
16-Nov,47,8.6,31,8.3,9,4,65,25,22,25,12.3,12,4.9,8.6,6.2,4.1,12.2,5.36,4.4,7.43,14,56,5.4,7.6,6,89,48,30,41,10.2,14,6.9,8.1,5,5.4,13.7,10.9,8.02,6.89,14.49,20.32,3.69,4.25,158.4,194.11
17-Nov,48,6.9,12,8.2,8.3,4,48,90,14,12,8.6,40,4.4,7.6,9,5.1,8.54,7.11,4.72,6.91,12,18,5.5,11,6.8,58,114,15,14,5.1,44,6,7.9,11,5,10.3,13.3,5.71,7.56,16.07,19.48,4.1,4.07,162.49,198.19
18-Nov,49,5.9,8.4,9,8.4,4.1,18,24,11,8.8,7.2,27,4,6.7,85,7.1,6.79,5.81,4.17,6.32,7.3,13,7.3,14,7.8,25,34,10,12,6,24,5.5,6.5,124,5.3,10.1,10.7,6.07,9.83,13.56,17.81,3.46,3.72,165.95,201.91
19-Nov,50,5.2,7.7,7.6,42,6,12,16,10,7.4,6.4,15,3.7,6.1,21,4,10.6,4.82,11.4,6.27,8.1,13,7.6,63,15,20,20,8.4,11,5.3,13,4.6,7.4,27,4.9,20.1,9.38,11.4,7.39,10.69,14.56,2.73,3.04,168.68,204.95
20-Nov,51,4.7,13,7.6,144,5.1,11,13,9,6.4,41,11,3.8,5.7,11,4,48.2,4.99,7.08,6.25,6.7,28,11,190,11,17,16,9.9,7.9,44.4,12,4.2,9.3,10,4.8,78.4,9.61,7.27,6.48,18.78,25.47,4.79,5.33,173.46,210.28
21-Nov,52,4.7,8.2,7.9,35,9.5,10,11,11,5.4,22.7,9.1,3.7,5.3,8.8,3.8,12.3,6.26,5.8,6.1,5.6,13,12,56,14,20,12,16,6.2,21.5,7.1,4.4,8.2,6,4.8,14.8,7.72,6.51,6.39,9.82,12.75,2.5,2.67,175.96,212.95
22-Nov,53,4.8,6.8,11,22,8.9,12,9.6,36,4.9,14.1,12,3.4,5,7.9,3.8,8.59,5.03,6.11,6.08,4,11,16,40,15,23,13,47,5.1,15.4,18,3.9,7.7,14,4.8,11.2,5.75,6.64,6.93,9.9,14.13,2.52,2.95,178.49,215.9
23-Nov,54,4.5,6.1,40,15,6.1,10,8.9,18,4.6,10.5,25,3.2,4.9,10,4.3,6.6,4.4,5.21,5.78,3.7,12,42,27,11,15,14,23,5.1,13.4,38,4.2,7.7,12,5.4,5.18,5.58,6.29,8.34,10.16,13.63,2.59,2.85,181.08,218.75
24-Nov,55,4.4,5.7,15,14,6.4,8.6,8.2,13,4.4,8.9,15,3.7,6.2,7.8,36,5.56,4.35,4.75,5.7,3.1,12,16,26,12,12,12,14,5.2,11.7,17,4.2,6.9,5,56,4.37,5.5,5.86,6.28,9.35,12.37,2.38,2.59,183.46,221.34
25-Nov,56,4.3,7.6,11,12,51,7.4,7.4,11,8.2,8.1,9,4.9,4.4,7.3,32,5.03,4.74,5.13,12.4,3.6,21,11,19,78,9.9,11,10,14,10.7,6.8,4.5,5,5.2,45,4.56,5.54,6.36,12.9,11.21,14.95,2.86,3.13,186.32,224.47
26-Nov,57,8.8,10,9.8,9.6,19,7.1,7.1,13,9.7,7.8,9.5,10,4.3,6,13,4.81,7.56,5.69,11.2,7.3,23,9.2,14,26,8.8,11,19,10,10.2,10,5.4,5,5.5,11,7.79,6.29,6.65,14.6,9.16,11.09,2.33,2.32,188.65,226.79
27-Nov,58,20,7.3,8.8,8.7,9.1,6.6,6.9,50,5.9,13.7,8.2,9.7,4.2,25,9.4,4.96,6.05,5.35,9.14,19,16,2.6,15,16,9.3,11,63,6.7,19.6,13,5.4,5,26,7.1,7.16,5.98,6.05,8.97,11.53,13.83,2.94,2.89,191.59,229.68
28-Nov,59,11,7.5,8,12,25,12,6.9,19,5.3,39.8,5,15,4.2,8.5,7.5,7.51,5,5.39,7.92,13,16,2,23,30,19,11,28,5.7,43.4,12,12,5.2,8,6,9.23,5.77,6.4,6.72,11.19,13.81,2.85,2.89,194.44,232.57
29-Nov,60,7.4,8,7.8,56,25,50,6.6,14,4.9,15,6.4,11,4.6,7.1,7.1,5.43,7.9,6.9,7.37,12,18,2.3,85,25,88,10,18,7.2,18.7,11,8.4,5.2,4.9,5.6,4.3,6.97,7.38,6.54,13.61,18.13,3.47,3.79,197.91,236.36
30-Nov,61,6,33,7.4,16,11,108,6.6,12,4.8,36.1,7.6,28,4.2,6.5,6.7,4.59,39.9,5.65,6.84,8.5,56,4.2,23,15,143,11,14,5.5,39.5,12,47,4.5,4.9,6.4,4.11,53.9,6.47,6.56,18.47,24.5,4.71,5.12,202.61,241.48
1-Dec,62,5.2,25,7.2,12,32,26,39,10,6.6,20.2,59,12,3.9,6.3,18,5.72,77.7,6.19,6.57,7.2,40,3.2,20,41,43,51,11,9,22,70,8.2,4.6,5.1,12,4.51,84.7,6.82,7.86,19.93,23.75,5.08,4.97,207.69,246.45
2-Dec,63,4.5,12,7,10,24,15,28,9.2,7.2,14.6,50,8.6,10,5.9,13,40.5,30.8,5.23,8.93,5.5,20,2.2,8.2,27,21,37,6.6,6.6,13.8,51,6.5,13,5,6.1,49.5,41.3,6.18,8.1,16.02,17.61,4.08,3.68,211.78,250.13
3-Dec,64,4,9,6.8,9,12,11,13,8.6,5.5,100,20,6.9,29,5.5,11,28.3,16.8,4.76,51.4,3.1,16,1.5,10,15,19,15,6.4,6.3,105,17,5.2,43,4.9,5.9,37.5,20.3,5.99,41,18.56,19.9,4.73,4.16,216.51,254.29
4-Dec,65,3.7,7.9,6.4,8,9.6,9,11,8.2,5.7,42.6,13,6.1,16,5.1,7,12.6,11.2,4.47,19.5,5.3,16,1.5,6.1,8.8,14,11,6.2,10,47.3,6.4,6.1,16,4.6,5.7,17.5,7.49,5.85,20.4,10.9,11.38,2.78,2.38,219.28,256.67
5-Dec,66,3.4,12,6.2,7.2,8.6,8.3,9.2,7.8,5.4,20.5,11,7.1,52,7.1,5.2,9.96,10.9,5.18,12.4,4.6,24,1.6,6,7.2,12,6.5,6.5,7.8,22.2,5.7,10,112,5.9,5.5,15.8,7.93,6.24,11.1,11.02,14.66,2.81,3.07,222.09,259.74
6-Dec,67,3.3,10,5.8,6.6,7.8,7.7,8.4,7.4,5.4,15.1,7,12,16,31,4.8,8.88,8.37,22.6,10.3,2.7,19,1.2,5.6,4.8,11,4.1,5.9,4.7,15,6.2,17,21,31,5.3,13,6.84,14.7,7.9,10.44,10.37,2.66,2.17,224.75,261.91
7-Dec,68,3.2,8,5.5,6,7,7,7.7,7,5.2,12.6,6,11,11,10,4.5,7.81,7.61,8.6,9.18,1.7,10,2.1,5.2,9.6,8.4,5.5,5.4,4.7,15.7,5.8,14,11,5.8,5,10.9,6.49,7.07,6.93,7.63,7.44,1.94,1.56,226.7,263.46
8-Dec,69,3.1,6.7,5.4,5.6,6.4,6.4,7.2,6.7,5.2,10.5,5.4,8.5,9.1,7.4,5,6.78,7.13,6.45,8.84,1.1,7.6,2.5,5,11,4.5,6.9,4.9,4.6,14,5.2,8.2,6.4,4,6.3,4.93,7.81,6.61,7.11,6.73,6.25,1.71,1.31,228.41,264.77
9-Dec,70,3,6.2,5.2,5.4,6,6.2,6.6,6.3,6.8,9.5,5.2,6.8,8.2,6.4,6.5,6.09,6.41,5.57,8.84,1.1,6.5,1.7,4.8,8.7,4.4,3.7,4.6,7,10,4.9,4.7,6.6,4.5,8.4,8.85,6.24,6.17,7.13,6.38,5.79,1.63,1.21,230.04,265.98
10-Dec,71,3,5.7,5.2,5.2,5.7,6,6.2,6.3,34,8.5,5,5.9,29,6.1,9,6.52,6,5.08,8.69,2.2,5.9,1.2,4.9,6.2,5,5.2,4.7,40,9,5,4.4,40,4.7,11,9.77,6.22,6.13,7.66,8.79,9.43,2.24,1.97,232.28,267.95
11-Dec,72,2.9,5.4,5,35,7.3,5.7,6.2,6.1,13,7.8,4.3,6.2,33,5.9,7.4,8.41,5.68,4.76,8.58,4.5,7.2,1.6,32,3.2,5.3,5.9,6,9.1,8,5,4.3,39,4.3,5.7,11.6,6.04,5.92,6.28,9.4,9,2.4,1.88,234.68,269.83
12-Dec,73,2.8,5.1,5,36,6.1,5.4,5.7,6.2,11,7.3,14,4.4,14,5.8,6,10.7,5.52,4.66,7.18,6.1,6.9,2.6,32,3.7,7.4,6.5,6.1,7.7,6.5,10,4.6,15,4,5.6,14.2,6.07,5.59,5.99,8.57,8.24,2.18,1.72,236.86,271.56
13-Dec,74,2.8,6.6,4.8,17,5.6,5.2,7.4,6,10,7.1,46,4.2,10,5.5,5.2,7.84,5.46,4.54,6.85,5,11,3.5,13,3.1,6.2,11,6.5,9.2,7,67,4.8,7.4,4.2,5.4,11.2,5.85,5.64,5.6,8.85,10.14,2.25,2.12,239.12,273.68
14-Dec,75,2.7,7.4,5.7,13,5.2,5,12,5.8,9.4,7,20,4.5,8.9,5.2,4.9,7.74,5.2,4.36,6.77,1,11,3.2,10,2.7,8.4,16,7,7.5,7.2,16,4.6,6.4,4.5,5.2,12.3,5.72,5.64,5.89,7.41,7.38,1.89,1.54,241,275.22
15-Dec,76,2.6,6.2,6,11,4.9,4.8,13,5.6,20,7,14,13,8,5,4.5,18.7,4.97,4.18,9.02,1,6.2,2.4,9.5,2.4,8,17,4.4,22,5.5,9,21,7.2,4.9,4.8,46.5,5.57,5.55,8.3,8.55,10.06,2.18,2.1,243.18,277.33
16-Dec,77,2.5,5.4,5.2,10,4.7,4.6,16,5.4,18,6.8,10,28,6.9,4.5,4.4,14.5,4.94,4.09,7.07,2.3,2.1,1.2,12,2.6,3.7,21,4,19,4.8,6,44,6,4.5,4.7,22.1,5.55,5.52,6.97,8.58,9.37,2.19,1.96,245.37,279.29
17-Dec,78,70,5.2,4.8,9.2,4.5,4.5,11,5.2,12,6.6,8,9.2,6.4,3.8,5.6,11.2,4.8,3.89,6.65,92,2.9,0.9,15,4.9,5.7,12,4,11,4.5,5.4,11,6.5,4,5.1,14.1,5.76,5.58,7.61,10.13,11.47,2.58,2.4,247.95,281.68
18-Dec,79,33,5,4.4,8.6,4.4,4.4,9.9,5,9,6.2,6.7,5.9,7.1,3.5,6.9,35.2,60.5,3.8,6.55,45,3.6,0.9,16,3.5,3.5,8.4,4,7.5,4.7,5.2,7,10,4.2,5.4,53.4,71.5,5.65,6.16,11.9,13.98,3.03,2.92,250.99,284.61
19-Dec,80,13,5,3.8,8,4.3,4.3,8.3,4.8,8,5.8,6.1,6.5,7.9,3.4,5.4,13,21.5,5.05,6.5,17,3.5,3.3,7.5,2.9,3.5,9.3,3.9,7,4.8,5.2,8,10,4,5.5,11.8,15.5,6.17,5.77,7.4,7.09,1.89,1.48,252.87,286.09
20-Dec,81,9,4.8,32,7.4,4.2,4.1,7.4,4.8,7.2,5.7,5.8,5.9,6.3,4,5,8.68,17.3,4.79,5.84,11,3.9,34,5.2,2.5,3.6,6.6,6.8,5,4.9,5.4,7.3,6.7,3.9,5.1,5.61,11.3,5.79,6.63,7.91,7.43,2.02,1.55,254.89,287.64
21-Dec,82,7.6,4.6,16,7,4.1,4.1,6.8,4.7,6.8,5.5,5.5,6.2,17,51,4.8,7.62,14.1,3.97,130,9.6,3.1,18,4.6,2.3,7,6.5,4,6,4.7,5.1,8,24,25,4.9,9.01,7.79,5.44,133,16.18,15.16,4.12,3.17,259.01,290.81
22-Dec,83,7.2,4.2,8.7,6.8,4,3.9,6.4,4.7,6.6,5.2,5.3,16,21,114,5.2,27.7,10.9,3.94,195,6.4,2,6.7,7.6,4.9,3.3,6.6,3.7,6,4.5,5.1,24,22,110,4.9,53.2,6.07,5.69,223,24.04,26.61,6.13,5.57,265.14,296.38
23-Dec,84,7,4.3,7.1,6.8,54,3.9,28,14,6.4,5,5.1,5.6,15,70,4.6,23.3,7.79,4.28,37.1,6.2,3.3,5,10,56,3.4,42,8,11,4.4,5.1,7.2,6.2,80,4.7,49.7,5.89,5.87,36.4,16.28,18.44,4.15,3.86,269.29,300.24
24-Dec,85,6.4,4.4,6.6,52,40,3.8,20,50,6.2,4.9,4.8,4,9.9,19,21,35.6,6.52,4.82,19,6.2,3,3.4,69,45,3.1,24,40,8.7,4.3,4.9,5.3,5.5,26,26,73.5,5.76,5.68,21.9,16.79,20.07,4.28,4.2,273.57,304.43
25-Dec,86,5.8,4.1,6.2,63,24,3.8,12,13,16,4.2,4.6,4.9,7.7,11,75,16.7,5.98,4.09,10.9,6.8,1.7,1.4,78,20,5.6,14,16,11,4.2,4.8,5.8,5.2,14,103,29.6,5.63,5.5,14.8,15.42,18.26,3.93,3.82,277.5,308.25
26-Dec,87,5.2,3.9,5.8,18,15,3.7,12,9.6,8,4.2,4.3,4.3,7,8.5,21,11.2,10.7,3.82,7.52,6.2,1.3,1.3,24,12,9.4,16,13,7.1,4.1,4.7,5.2,7.4,12,23,18.5,5.72,5.1,7.91,8.62,9.68,2.2,2.02,279.69,310.28
27-Dec,88,5,3.8,5.6,13,12,3.7,9.6,8.5,12,4.7,4.2,3.8,7.2,7.6,14,23.9,37.5,3.6,6.08,4.9,0.98,1.3,17,5.9,6.8,12,12,16,5.7,6,4.8,6.8,9,12,36.2,25.4,4.96,7.89,9.78,10.3,2.49,2.15,282.18,312.43
28-Dec,89,4.7,3.8,5.2,11,10,3.6,8.8,7.8,68,4.6,3.9,12,6.8,7.2,20,15.7,11.8,3.42,20.4,5,0.9,1.9,16,8.7,4,12,11,86,5.3,5,14,7.5,5,23,20.1,14.1,4.83,22.9,12.04,14.06,3.07,2.94,285.25,315.37
